faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.0,5.0,453,0.26106,3642.8,4485.4,9.1651,26.518,42.724,2697.6,75.95,120.41,0.33893,80.246,49.919,2625.5,24.944,49.956,3097.3,21.891,65.028,210.26,337.98,94.726,77.352,32.022,9.0078,26.217,7.0162,19.069,1.6366,31.977,13.93,23.959,1.3288,18.769,2.2633,4.7542,2.3798,0.036451,0.85694,0.099263,53.908,42.902,63.229,53.961,26.271,61.302,21.172,41.08,37.862,46.433,42.613,40.808,20.665
0.0,5.0,454,0.26208,3648.1,4522.2,9.2557,26.752,42.529,2697.2,75.493,120.41,0.34396,80.381,51.361,2624.7,24.035,48.237,3096.5,22.903,65.084,208.61,337.87,94.705,77.279,32.022,9.0078,26.217,7.0162,19.069,1.6366,31.977,13.93,23.959,1.3288,18.769,2.2633,4.7542,2.3798,0.036451,0.85694,0.099263,53.908,42.902,63.137,53.521,26.171,60.432,21.179,40.466,42.105,42.455,42.89,40.886,18.259
0.0,5.0,455,0.25517,3637.2,4484.7,9.3318,26.713,41.82,2693.8,76.074,120.36,0.34272,80.227,50.976,2622.2,25.809,50.222,3093.4,22.882,65.079,211.3,338.46,94.919,76.945,31.922,8.8635,26.808,7.0178,19.316,1.6563,32.768,14.028,23.622,1.2543,19.045,2.2513,4.8488,2.3376,0.036451,0.85694,0.099263,53.908,42.902,62.342,54.242,25.499,59.57,21.389,41.548,40.973,47.048,42.78,40.287,18.34
0.0,5.0,456,0.25758,3641.0,4525.6,9.2964,26.885,41.803,2692.2,75.714,120.41,0.34136,80.12,49.907,2619.9,27.325,50.221,3091.1,22.775,65.067,211.18,337.88,94.797,77.015,31.922,8.8635,26.808,7.0178,19.316,1.6563,32.768,14.028,23.622,1.2543,19.045,2.2513,4.8488,2.3376,0.0023719,0.85657,0.11718,54.024,43.854,62.278,53.753,25.261,57.974,21.433,41.714,37.826,47.045,43.039,40.546,18.609
0.0,5.0,457,0.26759,3636.5,4527.6,9.3475,26.865,42.484,2692.0,75.451,120.38,0.35841,80.17,49.73,2619.4,22.955,50.693,3091.6,23.465,65.085,212.49,337.72,95.015,77.136,32.193,8.9281,26.502,6.9388,19.629,1.6725,32.202,13.883,23.698,1.2073,18.783,2.3016,4.8763,2.3845,0.0023719,0.85657,0.11718,54.024,43.854,62.213,53.053,26.614,59.602,21.283,42.47,37.307,48.138,43.104,40.11,16.972
0.0,5.0,458,0.26901,3607.8,4498.3,9.2733,26.859,42.137,2694.1,75.54,120.39,0.35658,80.531,48.832,2622.1,24.834,52.935,3094.6,22.664,65.167,212.68,337.51,94.787,77.489,32.193,8.9281,26.502,6.9388,19.629,1.6725,32.202,13.883,23.698,1.2073,18.783,2.3016,4.8763,2.3845,0.0023719,0.85657,0.11718,54.024,43.854,62.707,53.404,26.474,62.319,21.131,42.694,34.662,53.326,43.266,40.745,18.828
0.0,5.0,459,0.24306,3662.7,4455.5,9.2344,27.43,42.296,2693.4,74.765,120.42,0.34323,80.505,50.75,2621.6,24.953,50.084,3094.2,22.956,65.216,211.57,337.25,94.894,77.257,32.294,8.9447,26.034,6.7314,19.057,1.6555,32.59,13.902,23.632,1.1563,19.2,2.2878,4.8795,2.3721,0.0023719,0.85657,0.11718,54.024,43.854,62.364,53.032,24.137,61.219,21.319,40.658,40.308,46.729,43.538,40.83,18.138
0.0,5.0,460,0.24565,3668.5,4489.4,9.271,27.005,42.252,2691.7,74.231,120.37,0.33876,80.444,49.958,2619.0,24.324,50.349,3092.9,21.71,65.286,215.74,337.37,94.795,76.928,32.294,8.9447,26.034,6.7314,19.057,1.6555,32.59,13.902,23.632,1.1563,19.2,2.2878,4.8795,2.3721,0.0023719,0.85657,0.11718,54.024,43.854,62.264,52.625,23.881,63.464,20.921,41.204,37.975,47.342,43.341,40.396,21.12
0.0,5.0,461,0.23378,3693.6,4485.7,9.3876,26.918,42.187,2688.1,75.134,120.43,0.34239,80.136,48.278,2615.2,25.919,49.72,3090.9,22.002,65.227,213.77,337.13,94.839,76.993,31.895,9.0887,26.396,6.7866,19.296,1.7009,32.724,13.926,23.573,1.3129,19.068,2.2583,4.9012,2.3453,0.022093,0.864,0.094192,54.014,43.836,63.697,53.977,23.023,58.905,20.804,41.375,33.032,45.885,43.722,40.995,20.454
0.0,5.0,462,0.23375,3701.0,4472.0,9.1819,26.658,41.902,2688.9,74.584,120.42,0.34252,80.275,50.138,2616.7,24.035,51.999,3089.7,23.039,65.203,215.19,337.52,94.723,77.386,31.895,9.0887,26.396,6.7866,19.296,1.7009,32.724,13.926,23.573,1.3129,19.068,2.2583,4.9012,2.3453,0.022093,0.864,0.094192,54.014,43.836,63.568,54.14,23.026,61.738,20.906,41.358,38.506,51.159,43.786,40.361,17.973
0.0,5.0,463,0.27552,3711.9,4447.9,9.3508,26.91,42.253,2690.1,75.306,120.44,0.34682,80.523,50.977,2618.0,24.41,50.979,3092.0,23.717,65.253,216.79,336.87,94.629,77.31,31.804,8.9948,26.38,6.9151,19.106,1.6467,32.864,13.81,23.548,1.1007,19.043,2.2512,4.8812,2.271,0.022093,0.864,0.094192,54.014,43.836,63.013,53.776,26.69,59.731,20.934,41.599,40.977,48.8,43.828,41.09,16.355
0.0,5.0,464,0.27321,3665.9,4498.2,9.4163,27.159,42.325,2689.2,75.294,120.42,0.34719,80.51,49.919,2616.2,26.479,50.465,3091.8,22.867,65.308,216.39,336.74,94.708,77.155,31.804,8.9948,26.38,6.9151,19.106,1.6467,32.864,13.81,23.548,1.1007,19.043,2.2512,4.8812,2.271,0.022093,0.864,0.094192,54.014,43.836,63.804,53.173,26.918,60.831,20.937,41.553,37.862,47.611,44.049,41.008,18.378
0.0,5.0,465,0.2843,3659.4,4498.8,9.3414,27.39,42.259,2689.0,74.007,120.42,0.33296,80.449,49.143,2617.0,25.024,48.507,3091.5,23.06,65.346,215.46,336.39,94.592,77.494,31.633,9.0187,25.912,6.8801,18.844,1.6457,32.57,13.646,23.827,1.2697,19.312,2.2741,4.8706,2.3005,0.022093,0.864,0.094192,54.014,43.836,62.82,53.561,28.257,59.549,21.033,40.261,35.578,43.078,44.314,40.908,17.898
0.0,5.0,466,0.28689,3637.0,4483.3,9.2149,26.526,42.15,2692.1,75.502,120.4,0.33274,80.707,47.746,2620.4,24.637,49.729,3093.3,23.744,65.409,217.67,336.97,94.653,77.352,31.633,9.0187,25.912,6.8801,18.844,1.6457,32.57,13.646,23.827,1.2697,19.312,2.2741,4.8706,2.3005,0.013863,0.88708,0.098916,53.558,43.787,63.205,53.747,28.002,62.649,20.916,40.288,31.468,45.907,44.53,41.079,16.266
0.0,5.0,467,0.30829,3697.1,4496.2,9.3772,26.838,42.519,2693.8,74.421,120.43,0.31544,80.643,48.904,2621.0,25.898,48.773,3095.3,22.455,65.489,215.79,337.22,94.692,77.136,32.049,8.8305,26.299,7.0935,18.78,1.6625,32.687,13.832,23.46,1.3132,19.251,2.3058,4.9204,2.3309,0.013863,0.88708,0.098916,53.558,43.787,62.463,54.202,30.116,61.764,20.958,37.849,34.874,43.694,44.977,41.625,19.331
0.0,5.0,468,0.3087,3654.0,4507.5,9.3524,26.467,42.3,2694.4,74.028,120.41,0.31157,80.576,50.215,2623.3,22.703,49.374,3095.4,22.986,65.516,220.21,337.85,94.567,77.554,32.049,8.8305,26.299,7.0935,18.78,1.6625,32.687,13.832,23.46,1.3132,19.251,2.3058,4.9204,2.3309,0.013863,0.88708,0.098916,53.558,43.787,63.204,54.066,30.075,60.715,21.123,38.322,38.734,45.085,44.861,40.762,18.04
0.0,5.0,469,0.26995,3582.9,4514.6,9.2446,26.702,42.527,2693.9,75.124,120.39,0.33583,80.472,51.95,2621.0,24.007,50.305,3095.2,22.81,65.532,221.83,337.3,94.713,77.039,31.627,9.1739,25.741,6.7776,19.116,1.6794,32.388,13.826,23.864,1.3019,19.48,2.2847,5.0123,2.3621,0.013863,0.88708,0.098916,53.558,43.787,62.457,54.132,26.676,62.748,20.606,40.223,43.839,47.241,44.995,41.174,18.496
0.0,5.0,470,0.27016,3623.5,4489.6,9.3392,26.554,42.19,2692.9,74.373,120.39,0.33671,80.293,48.825,2620.7,25.571,50.737,3093.2,22.54,65.508,221.7,338.11,94.786,77.39,31.627,9.1739,25.741,6.7776,19.116,1.6794,32.388,13.826,23.864,1.3019,19.48,2.2847,5.0123,2.3621,0.013863,0.88708,0.098916,53.558,43.787,61.758,54.432,26.655,60.852,21.058,40.116,34.642,48.239,45.287,40.177,19.127
0.0,5.0,471,0.31493,3680.9,4450.6,9.4197,27.081,42.615,2695.1,74.451,120.44,0.33312,80.318,50.917,2624.0,24.849,49.767,3096.6,23.247,65.494,220.69,338.38,94.747,77.273,31.995,8.9995,26.071,6.9198,19.091,1.6458,32.332,13.767,23.669,1.4673,19.044,2.2605,4.9302,2.4286,0.021076,0.86663,0.098638,54.527,44.123,63.491,54.046,31.009,60.38,21.452,40.411,40.798,45.995,46.321,41.148,17.456
0.0,5.0,472,0.31656,3694.0,4511.3,9.281,27.122,42.639,2694.6,73.974,120.4,0.33297,80.231,51.55,2622.4,26.432,50.203,3097.0,23.344,65.51,226.18,338.08,94.458,77.179,31.995,8.9995,26.071,6.9198,19.091,1.6458,32.332,13.767,23.669,1.4673,19.044,2.2605,4.9302,2.4286,0.021076,0.86663,0.098638,54.527,44.123,63.267,53.32,30.85,62.315,21.204,40.428,42.663,47.003,46.399,41.1,17.243
0.0,5.0,473,0.28328,3628.9,4491.7,9.3737,26.732,42.009,2697.1,75.592,120.42,0.32942,80.446,51.413,2626.1,23.455,48.786,3095.4,22.781,65.566,227.76,339.08,94.583,77.658,32.269,9.0512,26.299,6.9517,19.299,1.6658,33.355,13.86,22.957,1.2806,18.969,2.2775,4.9169,2.3339,0.021076,0.86663,0.098638,54.527,44.123,63.17,53.558,27.876,59.985,21.561,39.246,42.259,43.724,46.822,41.143,18.534
0.0,5.0,474,0.2842,3641.0,4470.1,9.2981,27.044,42.466,2697.9,74.307,120.4,0.3313,80.532,49.825,2626.2,25.22,48.809,3097.7,23.019,65.665,228.13,339.27,94.675,77.65,32.269,9.0512,26.299,6.9517,19.299,1.6658,33.355,13.86,22.957,1.2806,18.969,2.2775,4.9169,2.3339,0.021076,0.86663,0.098638,54.527,44.123,62.961,53.817,27.786,63.427,21.752,39.017,37.585,43.779,47.348,40.966,17.959
0.0,5.0,475,0.25908,3644.8,4403.6,9.3754,26.916,42.32,2697.8,74.273,120.37,0.34154,80.534,50.498,2626.1,26.031,51.512,3098.0,22.706,65.765,228.96,339.38,94.548,77.317,32.184,8.9947,26.369,7.0653,19.504,1.6592,32.823,13.921,23.578,1.449,18.953,2.2758,4.9654,2.3552,0.021076,0.86663,0.098638,54.527,44.123,62.566,54.034,25.16,60.739,21.442,40.222,39.566,50.033,47.827,40.929,18.705
0.0,5.0,476,0.25598,3611.5,4445.7,9.4431,27.123,42.527,2695.4,74.031,120.42,0.33838,80.262,49.1,2623.3,24.187,49.105,3095.4,23.889,65.791,229.95,339.41,94.727,77.208,32.184,8.9947,26.369,7.0653,19.504,1.6592,32.823,13.921,23.578,1.449,18.953,2.2758,4.9654,2.3552,0.027282,0.85936,0.10148,54.012,44.37,63.138,53.529,25.465,59.628,21.709,40.608,35.451,44.463,47.845,41.358,15.916
0.0,5.0,477,0.26491,3629.8,4417.0,9.3477,26.949,42.033,2694.1,73.894,120.37,0.34639,80.19,52.654,2622.6,26.043,49.881,3093.7,23.272,65.79,232.7,339.62,94.759,76.959,32.401,8.8876,25.675,6.9584,19.754,1.6703,32.72,13.863,23.048,1.0652,19.002,2.2895,4.9378,2.2475,0.027282,0.85936,0.10148,54.012,44.37,61.709,53.264,26.13,60.921,21.649,41.365,45.91,46.259,47.96,39.825,17.408
0.0,5.0,478,0.26751,3563.1,4463.3,9.383,26.809,42.275,2694.5,74.526,120.39,0.34842,80.132,51.216,2623.0,25.123,53.22,3092.7,23.949,65.761,233.04,339.93,94.783,77.326,32.401,8.8876,25.675,6.9584,19.754,1.6703,32.72,13.863,23.048,1.0652,19.002,2.2895,4.9378,2.2475,0.027282,0.85936,0.10148,54.012,44.37,62.856,52.709,25.875,63.485,21.748,41.117,41.679,53.986,48.293,41.421,15.784
0.0,5.0,479,0.24421,3610.1,4390.6,9.2322,26.636,42.403,2697.4,74.957,120.38,0.3414,80.265,50.147,2625.4,25.007,51.285,3093.8,23.894,65.834,233.97,340.48,94.795,77.27,32.303,8.9706,26.472,6.7613,19.103,1.677,33.031,13.86,23.413,1.1406,19.334,2.2591,4.8701,2.2779,0.027282,0.85936,0.10148,54.012,44.37,62.862,52.823,23.817,62.575,21.782,40.545,38.532,49.508,48.568,40.602,15.908
0.0,5.0,480,0.24563,3665.2,4446.2,9.3931,26.884,42.136,2697.5,73.857,120.41,0.34023,80.263,49.356,2626.4,24.93,50.156,3095.9,22.682,65.871,234.47,340.85,94.657,77.193,32.303,8.9706,26.472,6.7613,19.103,1.677,33.031,13.86,23.413,1.1406,19.334,2.2591,4.8701,2.2779,0.027282,0.85936,0.10148,54.012,44.37,61.914,52.157,23.678,63.311,21.832,40.687,36.206,46.895,48.88,41.366,18.794
0.0,5.0,481,0.24795,3683.6,4476.4,9.4115,27.228,42.624,2700.0,73.749,120.39,0.33946,80.331,48.728,2627.7,24.248,50.074,3097.7,23.111,65.905,235.01,340.63,94.693,77.575,32.31,9.0167,26.395,6.9236,19.041,1.7061,33.151,13.814,23.71,1.2706,18.577,2.2453,4.9054,2.4085,0.025494,0.85259,0.086091,53.469,43.995,63.348,53.284,24.979,62.173,22.229,40.756,34.355,46.705,49.051,40.516,17.737
0.0,5.0,482,0.2471,3667.4,4472.3,9.4518,26.668,42.352,2701.1,75.332,120.46,0.34051,80.363,50.107,2629.9,26.468,50.04,3099.1,23.923,65.937,236.14,341.2,94.472,77.861,32.31,9.0167,26.395,6.9236,19.041,1.7061,33.151,13.814,23.71,1.2706,18.577,2.2453,4.9054,2.4085,0.025494,0.85259,0.086091,53.469,43.995,63.625,53.333,25.062,62.646,21.914,40.629,38.415,46.626,49.244,41.951,15.779
0.0,5.0,483,0.24962,3663.8,4479.5,9.5888,26.804,42.561,2702.0,74.886,120.38,0.33563,80.402,47.812,2630.8,25.611,47.955,3101.1,23.085,66.037,237.78,340.82,94.528,77.482,32.166,8.96,26.168,6.7813,19.19,1.6244,33.061,13.68,23.414,1.3319,19.275,2.224,4.8502,2.3153,0.025494,0.85259,0.086091,53.469,43.995,62.301,53.351,24.446,61.257,21.83,40.016,31.66,41.801,49.384,40.39,17.772
0.0,5.0,484,0.24779,3619.6,4470.2,9.3576,26.674,42.687,2703.9,74.85,120.42,0.33714,80.397,49.722,2633.1,25.672,51.731,3101.2,23.156,66.046,239.37,341.74,94.571,77.589,32.166,8.96,26.168,6.7813,19.19,1.6244,33.061,13.68,23.414,1.3319,19.275,2.224,4.8502,2.3153,0.025494,0.85259,0.086091,53.469,43.995,63.062,53.462,24.626,61.101,21.967,39.832,37.283,50.539,49.533,41.085,17.593
0.0,5.0,485,0.26398,3672.8,4430.6,9.5034,26.597,42.143,2704.0,73.981,120.39,0.32048,80.218,48.959,2632.4,25.694,50.301,3103.1,24.11,66.063,239.23,341.28,94.549,77.439,32.101,8.8703,26.509,6.9849,18.901,1.6559,32.553,13.915,23.739,1.2672,18.574,2.2918,4.7973,2.3277,0.025494,0.85259,0.086091,53.469,43.995,63.424,53.512,25.66,62.952,21.757,38.16,35.036,47.231,49.835,40.761,15.336
0.0,5.0,486,0.26096,3683.7,4443.3,9.4886,27.035,42.771,2706.7,74.81,120.43,0.31813,80.277,49.128,2635.5,25.438,49.221,3104.7,23.478,66.066,240.02,341.98,94.457,77.353,32.101,8.8703,26.509,6.9849,18.901,1.6559,32.553,13.915,23.739,1.2672,18.574,2.2918,4.7973,2.3277,0.0099165,0.84835,0.088805,53.824,44.443,63.236,53.361,25.958,60.238,22.261,38.447,35.533,44.732,49.915,42.464,16.831
0.0,5.0,487,0.26979,3647.2,4453.7,9.6257,26.575,42.226,2708.2,74.989,120.4,0.34515,80.209,51.024,2637.0,24.24,49.715,3104.8,22.791,66.087,240.07,342.33,94.569,77.691,32.368,8.8888,26.451,6.8728,18.277,1.6963,33.071,13.839,23.344,1.1166,18.781,2.2486,4.8434,2.3691,0.0099165,0.84835,0.088805,53.824,44.443,62.078,53.9,26.438,61.904,22.281,41.403,41.114,45.874,50.141,40.55,18.443
0.0,5.0,488,0.26966,3638.2,4508.2,9.5382,26.924,42.487,2709.5,75.171,120.4,0.34917,80.1,48.214,2638.6,26.283,49.58,3106.4,23.524,66.064,240.81,343.3,94.509,77.157,32.368,8.8888,26.451,6.8728,18.277,1.6963,33.071,13.839,23.344,1.1166,18.781,2.2486,4.8434,2.3691,0.0099165,0.84835,0.088805,53.824,44.443,62.231,53.248,26.45,59.943,22.581,40.913,32.843,45.562,50.305,41.504,16.737
0.0,5.0,489,0.24366,3679.5,4556.5,9.5029,27.029,42.629,2709.8,73.844,120.38,0.33801,79.91,50.55,2638.9,24.954,49.801,3106.5,23.365,66.047,242.28,343.1,94.62,77.467,32.465,8.7025,26.402,6.8936,18.669,1.6853,32.942,14.051,24.42,1.0981,18.066,2.2858,4.8912,2.2455,0.0099165,0.84835,0.088805,53.824,44.443,62.46,54.232,23.848,60.69,22.613,40.311,39.72,46.074,50.405,41.179,17.103
0.0,5.0,490,0.2435,3644.9,4515.9,9.3344,27.042,42.49,2714.3,74.845,120.41,0.33706,80.046,48.687,2643.0,25.912,50.03,3110.3,23.523,66.027,242.11,343.84,94.51,77.719,32.465,8.7025,26.402,6.8936,18.669,1.6853,32.942,14.051,24.42,1.0981,18.066,2.2858,4.8912,2.2455,0.0099165,0.84835,0.088805,53.824,44.443,63.056,54.717,23.864,62.734,22.802,40.428,34.237,46.603,50.652,41.171,16.699
0.0,5.0,491,0.2318,3652.7,4502.0,9.5767,26.822,42.567,2714.5,75.049,120.41,0.36433,80.014,48.635,2643.3,24.368,50.84,3109.7,21.98,66.061,242.22,343.64,94.547,77.193,32.568,8.9067,26.646,6.6983,18.438,1.6482,33.568,13.899,23.721,1.1524,18.168,2.2644,4.8585,2.3582,0.00086453,0.83876,0.10508,54.183,43.757,62.738,53.972,22.685,62.236,22.551,42.962,34.083,48.478,50.791,41.45,20.385
0.0,5.0,492,0.23127,3662.3,4537.0,9.586,26.705,42.211,2713.7,73.928,120.39,0.36669,79.687,50.508,2642.3,25.053,49.567,3108.6,22.509,66.022,242.01,344.62,94.562,77.073,32.568,8.9067,26.646,6.6983,18.438,1.6482,33.568,13.899,23.721,1.1524,18.168,2.2644,4.8585,2.3582,0.00086453,0.83876,0.10508,54.183,43.757,62.573,53.553,22.737,63.033,22.679,42.675,39.596,45.531,51.007,41.057,19.169
0.0,5.0,493,0.21632,3692.8,4517.8,9.3929,27.04,42.366,2715.8,75.055,120.4,0.34569,79.759,50.579,2645.0,24.75,49.553,3110.1,24.373,65.979,244.09,344.38,94.385,77.646,32.504,8.9667,26.693,6.865,18.535,1.6866,33.129,13.739,24.1,1.2243,17.855,2.2578,4.8913,2.2573,0.00086453,0.83876,0.10508,54.183,43.757,63.842,54.388,21.592,62.762,23.23,41.398,39.805,45.499,51.02,41.771,14.705
0.0,5.0,494,0.21923,3679.1,4529.4,9.5295,26.772,42.386,2720.1,73.967,120.44,0.34619,80.266,47.77,2650.7,26.213,49.938,3114.0,22.267,66.075,244.6,344.72,94.282,77.759,32.504,8.9667,26.693,6.865,18.535,1.6866,33.129,13.739,24.1,1.2243,17.855,2.2578,4.8913,2.2573,0.00086453,0.83876,0.10508,54.183,43.757,64.077,54.25,21.306,63.321,23.349,41.337,31.538,46.391,51.168,41.894,19.654
0.0,5.0,495,0.22177,3682.5,4551.0,9.5981,26.972,42.498,2719.9,74.274,120.4,0.33569,80.182,50.297,2648.4,22.85,50.129,3114.8,21.947,66.188,245.57,344.32,94.389,77.67,32.182,8.9585,26.357,6.8081,18.256,1.6533,33.218,13.749,24.059,1.3984,17.828,2.2168,4.737,2.2941,0.00086453,0.83876,0.10508,54.183,43.757,62.65,53.801,21.548,59.084,22.991,38.334,38.974,46.832,51.266,41.589,20.404
0.0,5.0,496,0.22125,3676.0,4537.4,9.5211,27.039,42.644,2717.7,75.17,120.37,0.33086,79.899,49.302,2647.0,25.611,49.235,3112.6,23.616,66.204,245.08,344.46,94.327,77.26,32.182,8.9585,26.357,6.8081,18.256,1.6533,33.218,13.749,24.059,1.3984,17.828,2.2168,4.737,2.2941,0.01015,0.80744,0.10894,53.835,45.071,62.763,53.963,21.599,60.108,23.153,38.924,36.045,44.763,51.267,41.523,16.474
0.0,5.0,497,0.25455,3654.6,4534.9,9.4058,26.483,42.499,2718.5,74.849,120.43,0.33321,79.852,49.451,2648.2,24.916,50.204,3114.5,22.303,66.169,245.55,344.9,94.42,77.055,32.83,8.8399,26.576,6.9269,18.465,1.6397,33.413,13.795,24.21,1.283,18.368,2.2236,4.9703,2.3235,0.01015,0.80744,0.10894,53.835,45.071,63.674,54.743,24.146,63.248,22.771,38.78,36.483,47.006,51.315,41.943,19.609
0.0,5.0,498,0.25036,3663.4,4544.3,9.4167,27.239,42.646,2718.7,74.081,120.37,0.32958,79.693,49.802,2648.6,25.291,49.316,3113.4,23.093,66.113,245.6,344.72,94.513,77.555,32.83,8.8399,26.576,6.9269,18.465,1.6397,33.413,13.795,24.21,1.283,18.368,2.2236,4.9703,2.3235,0.01015,0.80744,0.10894,53.835,45.071,63.523,54.63,24.559,63.44,23.127,39.223,37.518,44.952,51.403,40.838,17.713
0.0,5.0,499,0.18523,3652.2,4559.2,9.3768,26.74,42.288,2719.2,74.256,120.4,0.33849,79.838,48.866,2649.0,23.626,49.299,3113.0,23.708,66.111,247.72,344.62,94.392,77.67,32.746,8.7754,26.515,6.7672,17.91,1.6508,33.648,13.819,23.964,1.0566,18.201,2.1815,4.7699,2.2943,0.01015,0.80744,0.10894,53.835,45.071,62.685,54.01,17.984,62.184,23.053,39.289,34.764,44.911,51.307,41.435,16.233
0.0,5.0,500,0.18429,3642.8,4556.3,9.4677,27.037,42.725,2720.7,74.517,120.4,0.33645,79.95,49.28,2650.7,24.126,50.125,3113.9,22.83,66.159,246.93,344.67,94.568,77.497,32.746,8.7754,26.515,6.7672,17.91,1.6508,33.648,13.819,23.964,1.0566,18.201,2.1815,4.7699,2.2943,0.01015,0.80744,0.10894,53.835,45.071,62.848,54.044,18.076,58.416,23.44,39.538,35.982,46.822,51.466,41.138,18.32
0.0,6.0,1,0.25025,3676.1,4518.7,9.3769,26.748,42.13,2704.3,75.375,120.42,0.3385,79.965,49.3,2633.7,24.27,50.34,3101.2,23.882,65.698,231.02,341.58,94.595,76.969,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,62.845,53.867,24.67,62.322,22.375,39.896,36.04,47.321,47.384,41.161,15.931
0.0,6.0,2,0.25331,3639.9,4487.0,9.3852,27.153,42.877,2704.6,74.702,120.37,0.33614,80.01,50.16,2633.8,24.869,52.045,3102.3,24.179,65.667,230.83,341.57,94.591,77.244,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.468,54.247,24.37,59.331,22.425,40.183,38.57,51.266,47.403,40.431,15.211
0.0,6.0,3,0.25096,3667.0,4481.4,9.3008,26.742,42.349,2706.5,76.107,120.41,0.33515,80.271,50.944,2635.7,25.094,52.616,3104.8,22.515,65.719,229.92,341.09,94.597,77.529,32.311,8.8254,26.164,6.8559,19.072,1.6622,32.822,13.719,23.807,1.2816,18.509,2.2754,4.8548,2.405,0.017866,0.8357,0.098577,53.724,43.828,63.001,54.313,24.608,60.264,22.032,40.303,40.878,52.589,47.485,42.107,19.123
0.0,6.0,4,0.24879,3676.8,4536.7,9.3483,26.752,42.211,2706.3,75.858,120.38,0.33705,80.269,50.69,2635.3,23.176,47.416,3104.0,22.905,65.79,228.25,341.37,94.654,77.4,32.311,8.8254,26.164,6.8559,19.072,1.6622,32.822,13.719,23.807,1.2816,18.509,2.2754,4.8548,2.405,0.017866,0.8357,0.098577,53.724,43.828,62.833,53.651,24.822,61.995,22.102,40.071,40.13,40.554,47.63,41.308,18.192
0.0,6.0,5,0.2379,3652.6,4492.4,9.2783,27.071,42.767,2704.7,74.04,120.41,0.32679,80.08,50.417,2633.0,24.712,48.73,3101.8,22.265,65.774,229.2,341.69,94.565,77.246,32.37,8.8111,26.581,6.8957,18.2,1.6743,32.383,13.813,23.611,1.0591,18.715,2.2206,4.9172,2.2979,0.017866,0.8357,0.098577,53.724,43.828,63.49,53.43,23.416,60.937,22.235,38.458,39.328,43.594,47.543,41.02,19.733
0.0,6.0,6,0.23534,3651.0,4463.5,9.4501,26.674,42.049,2702.9,75.162,120.39,0.32553,79.973,50.227,2632.1,26.717,49.199,3099.4,23.155,65.758,230.07,341.36,94.652,76.81,32.37,8.8111,26.581,6.8957,18.2,1.6743,32.383,13.813,23.611,1.0591,18.715,2.2206,4.9172,2.2979,0.02266,0.84381,0.11938,53.772,43.928,63.517,53.776,23.667,59.583,22.077,38.612,38.767,44.681,47.467,41.409,17.668
0.0,6.0,7,0.23119,3658.9,4601.0,9.3446,26.31,42.41,2703.2,74.104,120.4,0.33373,79.961,50.67,2631.7,25.153,50.389,3100.2,23.73,65.676,230.04,341.22,94.694,77.335,32.412,8.8527,26.046,7.027,19.091,1.6693,32.645,13.922,24.071,1.2177,19.066,2.2699,4.8218,2.3134,0.02266,0.84381,0.11938,53.772,43.928,63.038,54.296,22.643,59.814,21.804,40.058,40.072,47.434,47.473,41.717,16.277
0.0,6.0,8,0.23189,3658.6,4592.5,9.3711,26.892,42.5,2703.4,74.81,120.39,0.33445,80.034,50.674,2631.3,23.071,51.05,3102.2,23.979,65.671,229.13,341.01,94.572,77.008,32.412,8.8527,26.046,7.027,19.091,1.6693,32.645,13.922,24.071,1.2177,19.066,2.2699,4.8218,2.3134,0.02266,0.84381,0.11938,53.772,43.928,63.044,54.396,22.574,61.74,21.719,39.969,40.085,48.963,47.557,40.58,15.704
0.0,6.0,9,0.22496,3615.5,4496.6,9.2959,26.835,42.086,2703.7,75.569,120.4,0.34607,80.018,50.831,2632.6,26.355,49.468,3099.8,23.148,65.676,231.22,341.4,94.852,77.478,32.169,8.7888,26.398,6.9379,19.292,1.6812,33.407,13.872,24.239,1.3489,18.267,2.2882,4.8365,2.3295,0.02266,0.84381,0.11938,53.772,43.928,62.559,53.379,22.04,60.267,22.176,41.524,40.545,45.302,47.374,40.577,17.655
